# source:topology|BGP|20000701|routeviews|routeviews
# source:topology|BGP|20000702|routeviews|routeviews
# source:topology|BGP|20000703|routeviews|routeviews
# source:topology|BGP|20000704|routeviews|routeviews
# source:topology|BGP|20000705|routeviews|routeviews
# c1: 1 174 209 293 701 1239 2548 2685 2828 2914 3356 3561 7018
# c2: 
# inferred clique: 1 174 209 293 701 1239 2548 2685 2828 2914 3356 3561 7018
# IXP ASes: 1200 4635 5507 6695 7606 8714 9355 9439 9560 9722 9989 11670 17819 18398 21371 24029 24115 24990 35054 40633 42476 43100 47886 48850 55818
1|3|-1
1|6|-1
1|32|-1
1|33|-1
1|48|0
1|63|-1
1|70|-1
1|71|-1
1|89|-1
1|90|-1
1|109|-1
1|140|-1
1|144|-1
1|157|-1
1|174|0
1|189|-1
1|199|-1
1|200|-1
1|201|-1
1|202|-1
1|209|0
1|226|-1
1|293|0
1|297|0
1|600|-1
1|701|0
1|763|-1
1|1236|-1
1|1239|0
1|1276|-1
1|1311|-1
1|1668|-1
1|1673|0
1|1691|-1
1|1740|0
1|1746|0
1|1755|-1
1|1800|0
1|1830|-1
1|1833|0
1|2024|-1
1|2041|0
1|2110|-1
1|2497|-1
1|2511|-1
1|2548|0
1|2551|0
1|2637|-1
1|2685|0
1|2714|-1
1|2828|0
1|2856|-1
1|2914|0
1|3126|-1
1|3134|-1
1|3147|-1
1|3209|-1
1|3292|-1
1|3303|-1
1|3320|-1
1|3356|0
1|3360|-1
1|3404|-1
1|3450|-1
1|3479|-1
1|3491|0
1|3495|-1
1|3505|-1
1|3527|-1
1|3549|0
1|3561|0
1|3578|-1
1|3614|-1
1|3703|-1
1|3720|-1
1|3737|0
1|3738|-1
1|3749|-1
1|3847|-1
1|3900|-1
1|3908|-1
1|3914|0
1|3932|0
1|3967|0
1|4006|0
1|4010|-1
1|4200|0
1|4247|-1
1|4257|-1
1|4278|-1
1|4355|-1
1|4436|-1
1|4454|-1
1|4513|0
1|4527|-1
1|4540|-1
1|4544|0
1|4550|-1
1|4565|0
1|4583|-1
1|4648|-1
1|4694|-1
1|4911|-1
1|4927|-1
1|4957|-1
1|4963|-1
1|5000|-1
1|5006|-1
1|5390|0
1|5413|0
1|5462|0
1|5646|-1
1|5662|-1
1|5684|-1
1|5691|-1
1|5693|-1
1|5696|0
1|5723|-1
1|5727|-1
1|5736|-1
1|5737|-1
1|5779|-1
1|6070|-1
1|6073|-1
1|6113|0
1|6139|-1
1|6150|-1
1|6172|0
1|6201|-1
1|6227|-1
1|6245|-1
1|6300|-1
1|6301|-1
1|6316|-1
1|6320|-1
1|6350|-1
1|6352|-1
1|6379|-1
1|6395|0
1|6432|-1
1|6453|0
1|6461|0
1|6467|0
1|6469|-1
1|6504|-1
1|6536|-1
1|6541|-1
1|6553|-1
1|6555|-1
1|6566|-1
1|6582|-1
1|6597|-1
1|6607|-1
1|6633|-1
1|6650|-1
1|6652|-1
1|6716|0
1|6730|-1
1|6774|-1
1|6847|-1
1|6932|-1
1|6949|-1
1|6966|-1
1|6983|-1
1|6989|-1
1|6993|-1
1|6995|-1
1|7012|-1
1|7018|0
1|7020|-1
1|7021|-1
1|7047|-1
1|7055|0
1|7062|-1
1|7128|-1
1|7140|-1
1|7152|-1
1|7157|-1
1|7161|-1
1|7170|0
1|7176|-1
1|7182|-1
1|7192|-1
1|7193|-1
1|7203|-1
1|7219|-1
1|7260|-1
1|7269|-1
1|7318|-1
1|7323|-1
1|7346|-1
1|7355|-1
1|7364|-1
1|7374|-1
1|7386|-1
1|7392|-1
1|7410|-1
1|7426|-1
1|7430|-1
1|7473|-1
1|7754|-1
1|7756|-1
1|7800|-1
1|7820|-1
1|7823|-1
1|7862|-1
1|7914|-1
1|7922|0
1|7923|-1
1|7977|-1
1|8002|-1
1|8009|-1
1|8015|-1
1|8016|-1
1|8017|-1
1|8043|-1
1|8070|0
1|8076|-1
1|8084|-1
1|8090|-1
1|8091|-1
1|8092|-1
1|8112|-1
1|8113|-1
1|8114|-1
1|8115|-1
1|8120|-1
1|8132|-1
1|8137|-1
1|8146|-1
1|8179|-1
1|8220|-1
1|8563|-1
1|8750|-1
1|8918|-1
1|8938|-1
1|8959|-1
1|9156|-1
1|9320|-1
1|10257|-1
1|10266|-1
1|10273|-1
1|10302|-1
1|10317|-1
1|10325|-1
1|10355|-1
1|10361|-1
1|10406|-1
1|10419|-1
1|10437|-1
1|10487|-1
1|10506|-1
1|10536|-1
1|10553|-1
1|10558|-1
1|10559|-1
1|10561|-1
1|10581|-1
1|10588|-1
1|10608|-1
1|10615|-1
1|10616|-1
1|10657|-1
1|10663|-1
1|10700|-1
1|10719|-1
1|10725|-1
1|10794|-1
1|10809|-1
1|10827|-1
1|10839|-1
1|10864|-1
1|10910|-1
1|10911|0
1|10912|0
1|10913|0
1|10928|-1
1|10934|-1
1|10946|-1
1|10960|-1
1|10979|-1
1|11015|-1
1|11020|-1
1|11022|-1
1|11039|-1
1|11086|-1
1|11104|-1
1|11145|-1
1|11146|-1
1|11147|-1
1|11148|-1
1|11188|-1
1|11207|-1
1|11246|-1
1|11291|-1
1|11302|-1
1|11324|-1
1|11329|-1
1|11341|-1
1|11347|-1
1|11354|-1
1|11403|-1
1|11412|-1
1|11417|-1
1|11420|-1
1|11429|-1
1|11443|-1
1|11485|-1
1|11499|-1
1|11513|-1
1|11524|-1
1|11527|-1
1|11552|-1
1|11572|-1
1|11573|-1
1|11661|-1
1|11663|-1
1|11674|-1
1|11680|-1
1|11710|-1
1|11721|-1
1|11729|-1
1|11765|-1
1|11784|-1
